Electrical Conductivity (dS/m),Moisture (%),pH,Temperature (°C),Salinity (ppm),Humidity (%),Nitrogen (mg/kg),Phosphorus (mg/kg),Potassium (mg/kg),Soil Type,Crop Type,Fertilizer
1.85,19.1,6.434197756,28.33333307,889,51.39586505,1,30,29,Clayey,mango,Potash
2.4,7.7,7.26311855,18.31561493,444,15.36143547,49,69,82,Loamy,chickpea,Potash
0.24,23.8,6.329499832,22.4359017,630,80.18612085,0,137,195,Loamy,grapes,DAP
0.65,21.5,7.043160241,27.61204997,258,69.29786244,16,65,19,Loamy,lentil,Ammonium Sulphate
0.22,17.2,7.191522601,31.86847286,637,66.74217464,60,59,22,Loamy,blackgram,Urea
1.69,20.6,6.721835879,27.92765919,525,91.55594211,54,65,47,Clayey,papaya,NPK
2.27,31.9,5.697945522,22.63946441,780,90.18451645,37,137,199,Sandy,apple,NPK
0.76,10.9,5.956401828,24.51147697,122,90.64498715,21,9,40,Loamy,pomegranate,NPK
2.33,5.7,4.52363558,25.42517036,146,53.2208266,22,43,24,Loamy,mothbeans,NPK
0.34,30.8,6.78073637,22.6265115,624,65.77472881,74,39,23,Clayey,maize,Urea
2.35,22.3,6.413543781,19.54314136,828,47.19188279,16,55,19,Loamy,pigeonpeas,Urea
1.01,31.7,6.631005298,22.77076388,933,82.5993307,102,46,19,Loamy,cotton,DAP
0.43,22.9,6.528354932,24.45132792,805,93.10527686,12,20,10,Clayey,orange,Ammonium Sulphate
1.32,29.3,6.481783043,18.72963144,243,19.18197264,28,72,84,Loamy,chickpea,Urea
0.79,17.9,6.507110986,26.44019475,684,80.91934337,81,18,50,Loamy,watermelon,DAP
0.86,27.5,8.709291688,28.19912143,767,53.50567601,3,56,17,Clayey,mothbeans,Potash
0.91,32.4,7.224193642,24.20422636,688,61.43378674,15,45,23,Sandy,mothbeans,Ammonium Sulphate
2.05,22.2,8.719960893,20.19137759,518,16.41998269,53,65,76,Loamy,chickpea,Urea
1.44,10.4,6.403683619,21.12695586,780,63.18738532,40,79,17,Loamy,lentil,Potash
0.92,13.1,6.93172108,42.30495821,898,90.51431779,44,57,53,Sandy,papaya,DAP
1.6,11,5.843005428,24.4880844,184,90.83687246,17,18,43,Clayey,pomegranate,Urea
1.85,12.4,7.333143205,25.848795,515,87.81661683,67,41,40,Sandy,jute,Urea
0.83,14.2,6.724688503,23.26316991,793,60.5160021,109,29,28,Loamy,coffee,Potash
1.15,21.7,6.226289556,22.60800988,581,94.58900601,14,128,205,Sandy,apple,Urea
0.48,22.6,6.610251186,24.32770134,555,90.88292835,27,24,41,Clayey,pomegranate,NPK
0.62,17.8,6.593798387,29.82112112,926,69.4073209,0,67,22,Loamy,lentil,Urea
1.77,23.5,7.288377241,22.31871914,396,83.86129998,120,60,15,Clayey,cotton,Ammonium Sulphate
0.62,7.4,7.091992365,22.14593688,211,82.8597549,119,44,15,Clayey,cotton,Potash
1.41,7.6,7.224285503,26.31355498,329,82.36698992,85,52,45,Sandy,rice,Ammonium Sulphate
1.83,10.2,5.779090476,21.35135729,195,22.91244883,14,59,15,Sandy,kidneybeans,DAP
0.45,20.5,6.547041903,27.99901833,779,91.64193051,120,16,51,Clayey,muskmelon,Ammonium Sulphate
1.5,11.4,5.774755144,22.05592283,477,19.60379304,37,56,25,Clayey,kidneybeans,NPK
0.79,13.5,6.704688865,25.76402693,255,87.5931128,83,29,52,Loamy,watermelon,NPK
2.41,17,6.286500176,26.35927159,520,84.04403589,97,59,43,Clayey,rice,Ammonium Sulphate
1.31,29.4,6.207459637,25.72100868,204,88.16513579,86,40,39,Clayey,jute,DAP
2.05,5.4,6.113935087,34.17719782,804,50.62161586,20,19,35,Sandy,mango,Urea
1.47,24.5,6.044556594,22.9535715,429,78.71555832,117,51,15,Clayey,cotton,NPK
0.3,25.1,7.042089492,24.91370487,538,54.15319242,116,40,33,Clayey,coffee,Ammonium Sulphate
1.66,29,6.758479569,23.11407669,231,94.31994776,42,53,48,Sandy,papaya,Ammonium Sulphate
2.39,33,7.335158382,13.36050601,966,91.35608208,27,13,6,Loamy,orange,Ammonium Sulphate
1.58,5.6,5.722579819,24.7947077,481,70.04556743,60,44,23,Sandy,maize,Urea
2.08,9.6,6.551892638,37.03551903,237,91.79430166,56,59,55,Sandy,papaya,Potash
2.23,31.6,5.374358869,19.25100056,942,47.70351758,4,69,19,Clayey,pigeonpeas,DAP
0.72,18.8,7.477935216,22.67594476,369,93.36348717,4,23,5,Clayey,orange,Potash
0.69,21.9,6.381201909,19.74213321,649,59.66263104,83,58,23,Loamy,maize,DAP
1.61,24.9,7.524080076,22.67846116,495,83.72874389,81,41,38,Clayey,rice,DAP
1.15,25.4,7.321619041,23.5643831,656,79.46283115,66,58,35,Loamy,jute,Ammonium Sulphate
2.13,33,5.870116071,32.26935342,563,53.56092806,9,21,32,Loamy,mango,NPK
2.27,34.9,6.423216506,23.60115364,774,82.48336987,13,132,203,Loamy,grapes,Ammonium Sulphate
1.01,26.6,7.121933579,25.29781791,549,86.8870535,63,41,45,Loamy,jute,Urea
0.74,13.6,6.559763394,29.57240298,430,93.61870344,107,12,46,Clayey,muskmelon,DAP
2,31.4,6.581587932,24.74631269,352,88.30866319,114,8,50,Sandy,watermelon,NPK
0.83,6.5,6.585346229,27.58548913,780,90.72526502,34,62,55,Sandy,papaya,DAP
2.09,11.9,6.251586885,20.87947369,384,90.93756231,18,5,11,Clayey,orange,DAP
1.17,31.9,6.324270089,29.10403455,373,79.19588629,88,78,45,Clayey,banana,Ammonium Sulphate
1.74,12.7,6.158860284,18.92851916,119,72.80086137,90,57,24,Loamy,maize,NPK
0.42,11.6,5.952367662,23.66682067,338,93.90191078,27,138,201,Clayey,apple,NPK
1.63,9.1,4.525722333,31.48451729,369,48.77926304,19,38,26,Sandy,mango,DAP
1.24,30.8,6.559681838,25.08966129,517,68.17543102,21,63,17,Clayey,lentil,NPK
1.55,20,6.725551062,28.79728147,409,80.45744422,4,40,21,Clayey,mungbean,NPK
0.59,25.2,6.813383387,25.65492304,130,92.74501561,68,69,52,Loamy,papaya,Ammonium Sulphate
1.89,12.2,6.021439523,24.1472953,925,75.88298598,140,38,15,Loamy,cotton,Potash
2.18,27.7,6.978361689,18.28072173,203,68.10365387,5,65,19,Loamy,lentil,Urea
0.7,27.8,5.026003659,31.2119298,781,41.55934359,34,54,24,Loamy,mothbeans,Potash
0.42,14.4,6.744966312,24.90123934,285,87.20772913,117,30,50,Sandy,watermelon,NPK
0.25,17.3,6.621323612,29.79181107,227,63.38789228,29,67,21,Clayey,blackgram,DAP
1.68,11.3,6.991626158,33.83508569,309,92.85470152,70,68,45,Clayey,papaya,Urea
1.6,34.3,6.497366677,24.96273236,513,92.40501423,31,25,38,Loamy,pomegranate,Urea
1.46,24.4,6.790736339,28.6362812,380,84.61431076,6,48,24,Sandy,mungbean,DAP
0.73,33,7.152811172,18.36952567,352,19.56381041,36,67,77,Sandy,chickpea,Urea
1.1,14.1,7.810865753,24.29144926,118,81.02453404,132,41,22,Clayey,cotton,DAP
1.57,28.5,5.584171461,23.50297882,811,61.32026065,67,51,24,Loamy,maize,Urea
1.34,28,6.28188384,23.34386401,831,91.47684705,36,140,198,Clayey,apple,Potash
2.47,25.7,7.320514721,21.31852148,235,66.43934593,2,78,23,Clayey,lentil,Urea
0.51,34,6.22094286,10.01081312,322,90.22399223,15,14,8,Sandy,orange,Ammonium Sulphate
1.8,16.8,6.65398725,25.37601283,102,80.99313508,116,5,54,Sandy,watermelon,DAP
1.13,8.9,7.121571293,27.11026483,335,84.96771717,31,58,15,Clayey,mungbean,Urea
1.18,25.2,6.12476108,20.93892916,953,85.42912869,23,30,44,Loamy,pomegranate,DAP
1.85,26.9,6.425930938,28.91105641,564,90.78413842,110,25,54,Loamy,muskmelon,Ammonium Sulphate
1.79,22.3,6.859840821,23.20242586,327,91.19442671,0,17,42,Clayey,pomegranate,Urea
2.48,11.2,4.954739564,34.16438906,753,54.16482251,40,16,35,Clayey,mango,Urea
0.5,20.1,8.0344125,30.99256944,598,43.02151392,10,44,24,Loamy,mothbeans,Ammonium Sulphate
0.44,14.4,6.121005506,29.52501367,620,91.91185319,14,21,35,Loamy,coconut,Ammonium Sulphate
1.87,17.8,5.90402645,22.61711614,801,93.51978375,16,143,197,Loamy,apple,Ammonium Sulphate
1.53,24.4,6.222390798,22.29423493,961,90.69033986,33,138,198,Clayey,apple,DAP
0.83,27.4,6.560743093,35.33294932,776,92.11508608,39,65,53,Sandy,papaya,Ammonium Sulphate
0.38,12,6.613072145,19.71098332,238,17.63879418,49,71,76,Loamy,chickpea,DAP
0.4,17.2,6.205931638,25.06871967,375,93.31410447,32,11,31,Loamy,coconut,Potash
2.26,13.1,5.779427402,18.07132963,390,93.14554876,4,19,43,Loamy,pomegranate,Urea
0.64,11,8.861479668,17.34150229,152,18.75626255,57,56,78,Clayey,chickpea,Urea
0.94,28.5,6.364967184,27.88352946,786,86.45147631,17,52,17,Sandy,mungbean,NPK
0.72,32.3,6.031424482,26.03867719,209,84.6378378,119,7,55,Sandy,watermelon,Potash
1.02,16.1,6.648687274,18.75927679,814,89.93457597,34,21,42,Loamy,pomegranate,Ammonium Sulphate
0.36,27.5,7.033012777,27.33684386,747,88.50229102,11,60,23,Clayey,mungbean,Ammonium Sulphate
1.39,31.9,5.843005428,24.4880844,103,90.83687246,17,18,43,Sandy,pomegranate,Potash
0.36,30.4,5.573286437,18.14710054,766,71.09445342,99,50,15,Clayey,maize,Ammonium Sulphate
2.04,10.5,6.113935087,34.17719782,783,50.62161586,20,19,35,Sandy,mango,NPK
0.74,33.7,7.69950698,34.63880966,969,61.38597868,28,68,19,Loamy,blackgram,DAP
1.44,16.3,7.199495368,29.57329479,146,88.07505524,20,40,15,Clayey,mungbean,Urea
2.22,15.2,7.121933579,25.29781791,193,86.8870535,63,41,45,Loamy,jute,Potash
1.7,6.9,6.000573725,39.06555518,659,82.03812973,23,142,197,Sandy,grapes,Urea
1.43,19.6,5.891413895,28.0106804,851,76.52808057,92,81,52,Sandy,banana,DAP
0.95,8.3,6.421748487,29.32379604,958,45.93248374,39,57,19,Loamy,pigeonpeas,Potash
0.97,12.5,6.550563823,24.9321581,312,73.80435276,77,57,21,Sandy,maize,DAP
1.74,14.5,5.725418961,28.67208915,535,82.20793613,110,71,54,Loamy,banana,Ammonium Sulphate
2.49,29.3,5.333322606,23.35905428,951,83.59512273,65,37,40,Loamy,rice,Ammonium Sulphate
1.72,31.3,7.062779015,21.66628296,607,80.70960551,79,43,39,Loamy,rice,Ammonium Sulphate
1.48,14.1,6.698574085,27.10606808,935,89.89593328,35,52,19,Sandy,mungbean,DAP
1.88,30.8,6.10539819,23.64328417,750,78.1258666,111,41,18,Clayey,cotton,DAP
1.27,30.7,5.885638185,21.6602498,304,94.79397419,40,27,45,Loamy,pomegranate,DAP
0.34,27.9,7.181907673,31.34920143,480,91.48247612,39,28,10,Clayey,orange,Urea
1.49,9.4,9.45949344,27.77799528,172,54.82130787,25,51,18,Sandy,mothbeans,DAP
2.4,25.7,6.978400282,29.46416042,615,87.60890009,40,58,15,Sandy,mungbean,Ammonium Sulphate
0.6,33.4,7.497469256,29.57812712,175,66.17587668,43,68,20,Clayey,blackgram,NPK
1.79,25.5,6.176716425,25.36243778,940,83.63276077,126,38,23,Loamy,cotton,DAP
0.66,14.9,5.947448589,24.58453146,176,79.12404171,129,60,22,Sandy,cotton,NPK
1.43,20,6.277484043,26.03967219,915,83.9862443,113,30,50,Loamy,watermelon,Ammonium Sulphate
0.42,24.4,6.558902588,22.75805656,867,76.75768356,108,60,17,Loamy,cotton,DAP
1.24,20.3,6.949838549,34.74004942,509,93.12316972,13,16,8,Clayey,orange,Urea
1.94,8.6,6.910374919,19.72620525,713,89.64934166,26,18,42,Sandy,pomegranate,Urea
1,14.4,5.026003659,31.2119298,205,41.55934359,34,54,24,Clayey,mothbeans,NPK
1.73,29.1,5.004074624,35.09357419,944,30.98685456,39,60,15,Sandy,pigeonpeas,Urea
2.03,30.8,6.149934034,29.36792366,650,76.24900101,91,94,46,Clayey,banana,Urea
2.33,9.1,6.890760124,28.83600962,575,69.76112921,19,72,15,Sandy,lentil,Urea
0.74,33.6,7.162802357,24.99451759,925,57.93250202,114,27,28,Sandy,coffee,Ammonium Sulphate
1.12,14.9,6.99104104,33.7960155,374,93.00754254,31,62,52,Sandy,papaya,Urea
0.55,24.9,5.569230319,18.4269936,187,80.55625868,15,125,199,Loamy,grapes,Potash
2.48,27.6,5.669489065,22.71271308,822,90.45261746,2,143,196,Loamy,apple,DAP
2.33,29.4,6.000248647,28.83214859,980,92.17170353,27,22,29,Clayey,coconut,Urea
1.44,33.4,5.755049971,30.33723921,176,48.88704844,3,28,33,Clayey,mango,Urea
2.14,14.4,5.570020684,23.75033085,176,92.88160462,9,143,197,Sandy,apple,Urea
1.4,30.8,5.947448589,24.58453146,541,79.12404171,129,60,22,Sandy,cotton,Potash
1.63,9,6.110844721,25.16278237,639,84.97849241,108,72,46,Loamy,banana,Urea
0.4,26.2,7.16214284,24.79853023,344,78.53037059,67,60,38,Loamy,jute,Urea
1.94,27.3,6.349875906,21.11903604,677,80.63399198,39,140,203,Loamy,grapes,DAP
0.49,25.3,6.11275104,19.20129357,877,68.30578978,99,39,18,Clayey,maize,Potash
2.1,12.6,6.893509446,32.50037548,481,93.47888842,40,64,47,Loamy,papaya,Potash
2,31.2,7.903528673,23.45969093,816,82.44777468,100,52,19,Clayey,cotton,Urea
1.83,10.1,7.132389299,26.12797248,669,80.49172597,60,55,36,Loamy,jute,Potash
0.28,6.6,6.353107393,24.69368934,812,85.56967628,89,25,54,Loamy,watermelon,NPK
0.9,26.5,7.561143224,15.63211033,836,94.25966183,4,13,6,Sandy,orange,Potash
0.81,19.3,6.762030215,24.33528185,241,81.44030363,91,21,50,Clayey,watermelon,Potash
1.03,30.5,6.330554389,25.34217103,992,63.31801994,78,37,22,Loamy,maize,Potash
0.4,16.5,6.212567211,28.57819995,467,92.86597437,110,15,48,Sandy,muskmelon,Ammonium Sulphate
2.36,10,7.05181629,30.90607799,183,52.79913039,28,59,22,Clayey,pigeonpeas,Ammonium Sulphate
1.47,30.1,5.16516459,25.95058595,242,40.58227261,26,64,22,Clayey,pigeonpeas,Ammonium Sulphate
0.9,21.5,6.79385576,29.78416743,451,85.16906976,34,60,25,Loamy,mungbean,Potash
1.11,10.7,6.424670614,24.1469628,644,94.5110662,37,18,39,Clayey,pomegranate,NPK
1.23,26.6,7.656978112,32.71748548,251,90.54608254,27,30,5,Sandy,orange,Potash
1.58,20.3,6.784460602,27.55906475,257,58.45742907,88,35,35,Sandy,coffee,Urea
1.39,23.1,6.114128685,25.66576039,545,88.6984228,120,20,45,Clayey,watermelon,NPK
2.31,18.8,5.868285082,29.28725038,752,91.95614918,16,6,29,Sandy,coconut,Ammonium Sulphate
1.34,29.9,6.305740522,29.8690834,862,91.14723422,28,10,30,Clayey,coconut,DAP
2.48,29.9,6.770434148,26.98212846,402,86.70068316,104,23,47,Sandy,watermelon,NPK
2.16,26.3,5.821347769,21.25941052,723,92.84416234,32,141,203,Clayey,apple,Ammonium Sulphate
0.68,8.2,6.489259136,29.65021184,755,80.29868321,28,45,23,Clayey,mungbean,NPK
2.34,30.2,6.579441304,38.73218907,549,94.73613484,44,47,45,Clayey,papaya,NPK
0.47,25.1,7.437373666,25.39038396,820,60.4989659,28,70,21,Sandy,lentil,Potash
2.08,25.9,6.56893406,18.92157197,323,87.31290342,2,21,44,Clayey,pomegranate,Urea
1.08,15.9,5.965551311,23.76121837,142,93.661643,38,135,203,Clayey,apple,DAP
2.22,31.4,7.159520979,21.25433607,363,92.65058936,13,17,45,Loamy,pomegranate,Ammonium Sulphate
2.2,26.8,6.835268184,26.53259325,855,82.39053979,117,27,48,Loamy,watermelon,NPK
2.05,8.4,6.932537231,25.04746944,102,85.5667282,112,25,51,Clayey,watermelon,DAP
2.02,17.2,5.507641778,29.50704598,736,78.20585613,117,81,53,Loamy,banana,NPK
0.9,31.6,5.395275719,35.7877738,367,51.94190321,12,31,26,Clayey,mango,Urea
0.39,6.4,6.461618577,24.12192608,695,61.09533545,13,74,25,Loamy,lentil,DAP
1.13,33.8,6.658402594,21.80523051,115,94.63612858,38,14,37,Sandy,pomegranate,Ammonium Sulphate
0.6,25.4,8.718192847,20.99373558,433,19.33470387,58,66,79,Sandy,chickpea,NPK
1.8,23.9,4.650536197,32.89300162,563,52.61323969,37,36,26,Clayey,mango,Urea
1,13.1,7.042299069,24.28209415,158,80.30025587,60,48,39,Clayey,rice,DAP
2.44,12.5,6.501697816,21.7238313,276,80.2389895,99,55,35,Sandy,rice,NPK
1.67,33.3,5.800242694,9.467960445,162,82.29335466,27,145,205,Sandy,grapes,NPK
2.09,13.9,6.4740245,19.48974337,660,17.17260319,22,64,82,Loamy,chickpea,Ammonium Sulphate
0.5,28.3,6.574677594,39.30050027,406,94.16193416,61,51,51,Clayey,papaya,Urea
2.18,16.8,7.487266991,26.24092174,345,65.64381357,80,30,25,Sandy,coffee,Potash
2.32,9.2,6.98992719,36.32268069,388,93.06134398,69,60,54,Sandy,papaya,NPK
1.32,5.3,7.261791753,25.25596239,897,61.36669662,58,75,25,Clayey,blackgram,DAP
1.59,21.3,5.68597166,17.13692774,431,20.59541693,13,60,25,Loamy,kidneybeans,Ammonium Sulphate
1.96,34.3,6.63016515,28.28222883,626,91.37059792,43,50,48,Loamy,papaya,Ammonium Sulphate
0.6,16.1,6.201911642,25.44926208,949,79.49221962,118,88,51,Loamy,banana,NPK
1.36,15.7,6.704204398,32.51247398,354,94.65904123,39,52,53,Loamy,papaya,NPK
1.12,15.3,7.977651226,23.37044424,703,77.43198948,118,45,23,Sandy,cotton,NPK
0.54,20.6,5.617227184,22.44516988,609,94.73763514,26,122,202,Clayey,apple,Potash
1.05,18.2,7.441976825,29.19585548,890,68.01965728,4,80,16,Clayey,lentil,NPK
0.36,31.4,6.167013532,34.76086052,817,81.03544763,19,123,200,Sandy,grapes,Urea
0.26,20.2,8.165359297,19.07937684,705,17.86754927,59,69,80,Sandy,chickpea,DAP
0.51,20.2,3.5253661,26.80474415,836,48.23991436,19,51,25,Sandy,mothbeans,NPK
2.42,9.2,5.740764682,29.22118628,912,81.08183635,92,85,51,Clayey,banana,Potash
1.46,34.5,6.588017308,24.90075709,929,73.84186449,85,53,38,Clayey,jute,DAP
2.42,12.5,5.959493188,29.20394909,562,95.66997327,29,17,29,Clayey,coconut,Ammonium Sulphate
1.19,7.2,6.965156738,20.12644921,298,87.59629625,39,30,38,Loamy,pomegranate,NPK
0.92,24.9,6.323933647,28.1279509,370,77.48247073,99,92,47,Sandy,banana,DAP
1.36,22.9,6.330554389,25.34217103,845,63.31801994,78,37,22,Sandy,maize,Ammonium Sulphate
1.21,17.5,5.578095745,21.02432943,657,93.0569505,5,29,44,Sandy,pomegranate,Potash
0.44,17.7,5.414492777,26.4908332,163,47.36534833,23,35,18,Clayey,mothbeans,Urea
1.67,28.6,5.926824754,29.3159075,329,80.11585705,86,76,54,Sandy,banana,NPK
0.7,10.9,6.956682743,26.8748389,348,79.78725152,84,55,38,Sandy,jute,Urea
1.63,29.6,6.42321105,23.44372334,345,60.39523266,116,28,34,Loamy,coffee,Potash
1.7,24.5,7.432768147,26.98582182,686,89.05587886,63,47,35,Clayey,jute,DAP
0.55,17.6,6.245858905,23.06204373,256,92.39544055,28,136,200,Sandy,apple,DAP
0.34,18.7,6.419052193,26.2148837,834,87.6883982,105,14,50,Clayey,watermelon,Potash
2,12.7,6.051091339,18.2872007,801,16.67921616,36,65,80,Clayey,chickpea,Potash
1.26,27.6,5.932323085,17.91652287,663,24.90814655,27,69,22,Clayey,kidneybeans,NPK
0.33,20.4,3.828031463,28.70012137,187,44.359648,11,45,19,Loamy,mothbeans,Ammonium Sulphate
2.49,14.6,7.966605025,20.99502153,412,19.8601304,50,56,76,Clayey,chickpea,Urea
0.33,22.9,6.438668989,22.30318989,950,92.15987039,21,29,12,Clayey,orange,Urea
1.8,34.9,6.117530021,29.91690582,165,94.55695552,95,26,45,Clayey,muskmelon,DAP
2.46,18.1,6.274452811,28.03306461,761,91.47355778,111,5,47,Sandy,muskmelon,DAP
0.75,32.6,6.448061578,27.04927452,119,91.3821731,90,15,52,Loamy,muskmelon,NPK
0.53,15.4,6.770955317,28.17458662,132,83.69659318,20,45,17,Sandy,mungbean,Potash
0.48,6.6,5.075504537,28.91862016,939,48.13974548,38,15,30,Loamy,mango,Urea
0.9,11.1,6.434197756,28.33333307,892,51.39586505,1,30,29,Loamy,mango,NPK
0.43,17.6,7.00733163,25.11711046,657,68.48030408,109,23,25,Clayey,coffee,DAP
1.79,11.6,6.89077995,29.87888063,172,87.32761241,22,56,17,Clayey,mungbean,DAP
0.34,5,8.35495812,29.97604322,965,57.03184356,15,54,15,Sandy,mothbeans,Urea
1.37,32.5,6.995843776,24.2547451,924,55.64709899,76,39,24,Loamy,maize,DAP
2.49,30.3,6.776533055,27.57826922,442,94.11878202,115,17,55,Clayey,muskmelon,DAP
2.07,27.3,6.119495295,21.01245395,232,81.17931863,9,141,202,Clayey,grapes,Ammonium Sulphate
1.62,10,5.56222383,27.754298,154,95.94643831,1,12,30,Clayey,coconut,Potash
0.9,8.6,7.778915154,25.0756354,160,80.52389148,66,53,41,Clayey,rice,DAP
1.63,7,6.220643671,25.99069521,956,83.33983116,119,72,55,Sandy,banana,Ammonium Sulphate
1.41,26.7,7.010570541,18.17912258,619,18.90426935,42,62,75,Sandy,chickpea,NPK
1.18,32.9,6.676407337,24.70528368,371,90.14732171,51,57,55,Clayey,papaya,DAP
0.5,17.9,5.131779302,26.85911286,345,41.81420849,11,41,19,Clayey,mothbeans,NPK
2.24,8.6,5.887263027,21.63149148,275,21.17919701,25,60,22,Clayey,kidneybeans,DAP
1.23,20.4,7.034214276,28.3340432,727,80.77275974,8,54,20,Clayey,mungbean,Urea
0.65,15.5,8.621662982,17.84851658,416,19.09172907,22,78,76,Clayey,chickpea,Ammonium Sulphate
1.05,16.2,6.787658922,23.1069385,882,67.06230539,117,37,32,Loamy,coffee,Ammonium Sulphate
1.15,23.6,6.648687274,18.75927679,804,89.93457597,34,21,42,Loamy,pomegranate,Urea
2.1,26.6,7.106650373,12.22816189,761,90.26457428,8,16,6,Loamy,orange,Potash
1.89,8.3,6.172090205,27.57847581,230,58.52534263,116,36,25,Loamy,coffee,Ammonium Sulphate
1.97,6.1,7.234258375,24.38534644,201,64.72543073,118,21,34,Clayey,coffee,NPK
0.23,34.8,6.472523287,24.84016732,409,68.3584573,90,49,21,Loamy,maize,Ammonium Sulphate
1.16,12,7.214078621,24.01825377,881,53.76623369,18,36,23,Loamy,mothbeans,Potash
1.31,6.6,6.200111068,27.19711623,391,77.3970629,112,87,48,Sandy,banana,NPK
0.24,10.7,6.14132902,23.09433785,821,81.45139295,89,52,42,Loamy,jute,NPK
0.8,6.2,6.654425315,20.56601874,594,14.25803981,28,76,82,Loamy,chickpea,Urea
1.95,16.8,6.38488418,27.63551259,460,99.34854917,37,18,30,Clayey,coconut,DAP
0.52,29.1,7.52178027,29.94413861,437,67.31323084,9,60,21,Loamy,lentil,Urea
1.43,15.2,6.281913858,24.41212325,678,80.80343786,129,47,20,Loamy,cotton,DAP
0.69,18.3,5.001038726,18.72987676,109,61.33186249,5,68,20,Clayey,pigeonpeas,Urea
0.23,25.3,6.74274935,29.80744318,148,91.38048469,44,64,54,Loamy,papaya,DAP
0.75,20.3,7.103798069,20.71424384,586,15.27824066,30,65,82,Clayey,chickpea,Ammonium Sulphate
2.44,30.8,7.093328631,26.82489244,722,78.20392774,67,46,44,Loamy,jute,NPK
2.04,31,6.652143699,25.66891439,420,81.38103349,101,58,18,Sandy,cotton,DAP
2.41,5.3,6.442393461,29.98080499,830,49.48613279,8,33,29,Sandy,mango,Ammonium Sulphate
1.32,28.3,6.8444019,23.22594,668,94.42971362,8,28,38,Loamy,pomegranate,Potash
0.45,18.8,6.612429546,42.93605359,894,90.09448142,35,68,45,Sandy,papaya,Urea
1.46,34.7,6.41354791,21.49118657,724,93.43949693,18,23,8,Clayey,orange,Potash
1.25,19.5,6.203376525,28.87862994,232,95.11320315,24,27,34,Loamy,coconut,Ammonium Sulphate
2.14,34.6,6.09186275,27.33534897,682,43.35795962,27,57,24,Clayey,pigeonpeas,Potash
0.43,27.6,6.015672239,25.51618488,182,94.33465411,8,28,30,Sandy,coconut,Potash
1.32,12.5,6.976997772,11.86631922,156,93.68394562,20,20,10,Clayey,orange,Ammonium Sulphate
0.55,21.2,5.618844277,20.120043,475,22.89845607,24,67,22,Sandy,kidneybeans,NPK
0.95,34.8,6.524478032,25.77175115,448,74.089114,98,44,21,Sandy,maize,DAP
1.9,30.7,4.555688532,35.96054636,370,48.69677802,5,16,31,Sandy,mango,Urea
1.29,7.9,8.490127142,18.97424756,582,19.5161216,23,62,85,Clayey,chickpea,DAP
1.06,26.2,5.254532213,35.38598705,210,51.42664176,21,31,32,Sandy,mango,Urea
1.11,15.4,6.924490731,18.09691127,968,90.42177379,39,17,45,Loamy,pomegranate,DAP
1.26,5.2,3.71105919,28.23494706,986,61.5620517,22,49,22,Sandy,mothbeans,Potash
2.01,17.1,6.092241627,30.7280404,175,82.42614055,13,144,204,Loamy,grapes,NPK
2.25,12,6.036079266,27.71822477,257,76.57853189,93,81,50,Loamy,banana,Potash
2.4,29.6,6.678695788,28.91842453,631,94.63676767,39,64,52,Loamy,papaya,NPK
2.01,15.1,6.012632591,21.94766735,742,80.97384195,67,59,41,Loamy,rice,Ammonium Sulphate
0.93,29.8,5.852607099,23.31689124,428,73.4541537,70,44,19,Clayey,maize,Urea
1.78,5,6.543191814,17.24944623,221,91.13772765,14,22,9,Loamy,orange,Urea
1.21,14.2,6.364729934,22.10718988,140,78.58320116,113,38,20,Sandy,cotton,Ammonium Sulphate
0.79,12.2,7.861128148,17.43732714,266,14.33847406,48,65,78,Loamy,chickpea,DAP
2.13,12,7.069747814,28.7275267,741,89.12760359,10,37,22,Sandy,mungbean,Ammonium Sulphate
0.29,7,6.861235184,26.70897548,122,69.71184111,101,31,26,Clayey,coffee,Ammonium Sulphate
2.27,10.6,6.608023872,18.91251245,378,87.74938524,25,17,40,Loamy,pomegranate,NPK
1.26,21.7,4.681576043,19.3479443,862,55.96805489,24,63,19,Sandy,pigeonpeas,Ammonium Sulphate
1.67,13.7,4.61136408,28.09568993,568,60.9835384,8,45,15,Clayey,mothbeans,Urea
1.72,17.5,6.487124217,28.36291385,499,88.00989267,5,45,21,Clayey,mungbean,Potash
2.26,16.3,4.760038039,23.50222822,108,51.29019509,34,75,24,Sandy,pigeonpeas,NPK
1.66,31.3,5.674403359,29.01207743,112,77.95192527,92,75,45,Loamy,banana,NPK
1.61,32.2,5.935344406,25.48591986,918,81.40633547,84,50,44,Clayey,rice,DAP
0.35,19.8,7.116538883,20.00218987,931,85.83618191,33,23,45,Sandy,pomegranate,Potash
1.39,14.9,7.36008498,25.86705009,151,84.09985284,77,48,36,Loamy,jute,NPK
0.55,8.2,6.2286454,25.51939719,308,83.98351748,36,133,198,Clayey,grapes,Ammonium Sulphate
1.9,33.6,6.7698938,26.26028739,649,86.14585891,97,22,50,Sandy,watermelon,NPK
1.38,6.8,7.476800943,19.48316794,711,17.44534641,35,57,83,Clayey,chickpea,NPK
1.76,13.9,7.227745516,23.0865933,804,83.55546146,107,45,25,Clayey,cotton,NPK
0.3,13.9,6.285312759,26.56608303,501,94.45239715,24,18,6,Sandy,orange,DAP
0.4,14.6,6.158376967,26.52872817,290,80.12267476,81,45,35,Clayey,rice,NPK
1.85,9.9,9.392694614,25.5042419,150,61.66852372,25,51,24,Sandy,mothbeans,NPK
